"ID","location","size_est","size_actual","charcoal_present","smoker_present","salads","burgers","hotdogs","chicken","beyond_items","propane_used"
9572,"backyard","large",50,0,0,30.8810237312566,1,0,1,0,69.3654736054979
9573,"campsite","large",46,1,0,43.075742972763,1,1,1,1,44.7255507775776
9574,"beach","small",16,1,0,7.90019313858268,1,1,1,1,46.0246513698775
9575,"backyard","small",10,1,0,7.32337908843174,1,1,1,1,44.9854876029221
9576,"backyard","small",9,0,0,7.48885110812297,1,1,1,1,57.459628606506
9577,"backyard","small",11,0,0,4.83097672024878,1,1,1,1,56.034401515418
9578,"backyard","small",8,0,0,3.75651573606947,1,0,0,0,56.2658542068508
9579,"campsite","small",16,1,0,9.44127566850924,1,1,0,1,44.809790256848
9580,"beach","small",12,0,0,9.78867458081025,1,1,0,0,53.194020440405
9581,"campsite","small",14,0,0,8.48121568224814,1,0,0,0,57.1203196923142
9582,"campsite","small",7,0,0,3.69164007178087,1,0,0,1,55.0234860272692
9583,"backyard","small",20,1,0,14.1184708679483,1,1,0,0,49.5457197054868
9584,"backyard","small",10,1,0,5.90503948860929,1,1,1,0,46.5761072950675
9585,"backyard","small",11,0,1,5.71408817855733,1,1,1,0,36.219620229224
9586,"backyard","small",15,0,1,8.58599405218939,1,1,1,1,39.391873270435
9587,"backyard","small",17,0,1,14.7970768484957,1,1,1,1,42.1103040589968
9588,"backyard","small",16,0,0,13.3651585865427,0,1,0,1,58.1685477343913
9589,"beach","small",12,0,0,9.14684891694051,0,1,1,0,53.3936935370658
9590,"backyard","small",7,1,1,6.43454635522654,0,1,0,0,25.0617224268212
9591,"backyard","large",44,1,1,27.0588993549819,0,0,1,1,38.7077286121156
9592,"backyard","small",14,0,0,6.8676643800175,1,1,1,0,60.1310354978087
9593,"backyard","small",7,0,0,4.19986626741171,1,1,1,0,56.4966609071297
9594,"backyard","small",12,0,0,8.85942906941638,1,1,1,0,57.5938749233085
9595,"campsite","large",49,1,1,42.1353899725191,1,1,1,0,25.4723756134842
9596,"beach","large",39,0,0,24.0647880498323,1,1,0,0,53.1852056209313
9597,"backyard","large",38,0,0,28.0592018595331,1,1,1,0,65.9376494031342
9598,"campsite","large",51,1,1,41.6084898182668,1,1,0,0,24.146969647082
9599,"backyard","small",11,1,0,7.21551447614963,1,1,1,1,47.6743490531859
9600,"campsite","large",37,0,0,25.855462016163,1,1,1,0,56.8343504471822
9601,"backyard","small",14,0,0,5.98333937770541,1,1,1,0,58.5452329537194
9602,"beach","large",39,1,0,24.351104803625,1,1,1,0,41.3978056529014
9603,"backyard","small",13,0,0,8.74228398593145,1,1,1,1,55.7001258685164
9604,"campsite","small",15,0,0,7.71056154088532,0,1,0,0,55.9021224120093
9605,"backyard","large",37,0,0,30.1197930306556,1,0,1,0,69.2001328540739
9606,"beach","large",31,0,1,19.821032094601,0,1,0,0,33.0005575590092
9607,"campsite","small",18,0,0,12.4620777910792,1,1,1,1,58.0330423549578
9608,"backyard","small",13,0,0,9.59288811028751,1,1,1,0,57.9743395610438
9609,"campsite","small",11,1,0,5.88449234624666,0,1,0,1,45.6647879556489
9610,"backyard","small",7,1,1,4.40807438623729,1,0,1,0,26.4344546429195
9611,"backyard","small",14,0,0,6.04840709120968,1,1,1,0,59.6556472813088
9612,"backyard","large",32,1,1,24.8449903464667,0,1,1,0,34.6939513979263
9613,"backyard","large",51,1,1,36.0947828973981,1,1,1,0,34.2982999266965
9614,"backyard","small",12,0,0,7.48590288625281,1,1,0,1,56.9692389778368
9615,"backyard","large",38,1,0,32.2104973125524,1,1,0,0,54.2103605053283
9616,"backyard","small",15,1,0,8.08337497681042,0,1,1,0,48.3727216360716
9617,"backyard","small",8,0,0,2.89878881002605,1,1,0,0,54.9888527527128
9618,"beach","small",10,0,0,4.90146455328245,1,1,0,0,52.4662146021415
9619,"campsite","small",17,0,1,11.8201554143496,1,1,1,1,35.3366668719433
9620,"campsite","small",10,1,0,7.24696078397061,1,1,0,0,44.6919054866481
9621,"campsite","small",9,1,0,6.18235669908748,1,1,0,0,45.4465311116019
9622,"campsite","small",7,1,0,5.24974937532263,0,1,1,0,42.8894419354047
9623,"beach","small",14,1,1,12.8201137039182,1,1,0,1,23.4851864436309
9624,"backyard","small",8,1,0,4.62500990595376,1,1,1,0,46.5439781782344
9625,"campsite","small",9,1,0,5.47164547577498,1,1,1,0,43.3838632702278
9626,"campsite","small",13,1,0,7.88737675138971,1,1,1,0,45.5707980737041
9627,"backyard","small",12,0,0,10.7566022056307,1,1,1,0,55.9162181763157
9628,"backyard","large",48,0,0,34.9188084565325,1,1,1,0,65.9057054376351
9629,"backyard","small",12,1,1,7.50849093336746,1,1,1,0,28.2419998030486
9630,"backyard","small",13,1,1,6.75766194433436,0,1,0,0,28.102184724191
9631,"campsite","small",15,0,0,7.99896877683469,0,1,1,0,56.0813689244143
9632,"backyard","small",14,0,0,11.4521544275929,1,1,0,0,59.0743905651029
9633,"backyard","small",18,1,0,9.30064882533268,1,1,0,1,49.6855033120158
9634,"backyard","small",9,0,1,6.39352567773501,1,1,1,1,36.2737745484604
9635,"backyard","large",51,1,0,43.183350861415,1,1,1,1,56.6885729743643
9636,"backyard","large",44,0,0,31.223354385446,0,1,0,0,62.6997439457499
9637,"backyard","small",13,1,0,8.31782578114339,1,1,1,0,48.0239107274713
9638,"backyard","large",41,0,1,26.9360611293892,1,1,0,1,46.1883927439198
9639,"backyard","large",43,1,0,35.0296724271076,1,1,0,0,55.9631339208343
9640,"beach","small",6,0,0,3.62850420666222,1,1,1,0,52.7003843782289
9641,"campsite","small",9,0,0,5.73339326238623,1,1,1,0,54.6234066787867
9642,"backyard","small",15,1,0,10.6677935273088,1,1,1,0,49.5147228986298
9643,"backyard","large",46,0,1,28.7321538039234,1,1,1,0,46.7099592707819
9644,"backyard","small",16,0,0,12.5613538104846,0,1,1,1,58.4320864483552
9645,"backyard","large",40,1,0,39.2874776642248,1,1,1,0,53.3274778464022
9646,"backyard","small",11,0,0,9.68122278721669,1,1,0,0,57.0341337484596
9647,"campsite","small",12,0,1,9.94843417297046,1,1,1,0,35.8748470677023
9648,"campsite","small",10,0,0,7.48930348898654,1,1,1,0,53.8802977530154
9649,"backyard","small",14,1,0,6.27547520975255,1,1,1,1,48.3147987119638
9650,"backyard","large",42,0,0,34.4268081614807,1,1,1,1,65.7307068540504
9651,"campsite","small",8,1,1,4.59053633751232,1,1,0,0,24.8585572983872
9652,"backyard","small",9,0,0,6.78807263980977,0,1,1,0,57.4508429873057
9653,"backyard","large",47,0,1,34.535453989343,1,1,0,1,44.6786242917563
9654,"backyard","small",13,0,0,11.0024767449673,1,1,0,0,58.3296201581015
9655,"backyard","small",17,1,1,12.7892147213794,0,1,1,0,28.5970383333518
9656,"backyard","small",13,0,0,5.6014328825104,1,1,1,0,57.0400389202485
9657,"backyard","small",18,0,0,10.385975572573,1,1,1,0,60.9658204100136
9658,"campsite","small",10,0,0,7.7013620575079,1,1,0,0,55.5710059529786
9659,"campsite","small",12,0,0,7.43853536839692,1,0,0,1,55.7525730725901
9660,"backyard","small",13,0,0,8.1631078588848,1,1,0,0,56.4499448224223
9661,"campsite","small",15,0,0,7.63988805316412,1,0,0,1,57.2808948403555
9662,"backyard","small",8,1,1,5.23136362902483,1,1,0,0,24.3768513968671
9663,"beach","small",12,0,0,8.09826067427409,1,1,1,0,54.8297234102692
9664,"backyard","large",34,1,0,24.4834610159946,1,1,0,0,55.1402834039489
9665,"campsite","small",18,0,0,11.5148925980595,1,1,1,0,57.2448465081744
9666,"campsite","small",11,0,0,8.69280510357033,1,1,0,0,55.4265337937627
9667,"campsite","small",13,1,0,10.2780689593132,0,1,0,0,44.0532399779315
9668,"backyard","small",16,0,0,10.1862685787553,1,1,1,1,59.3213359125868
9669,"backyard","small",18,1,0,15.1327097689183,1,1,1,0,49.7204654233154
9670,"backyard","large",44,1,1,35.4177927644118,1,1,1,0,36.5147660212192
9671,"backyard","small",14,1,1,7.91073576213494,1,1,1,1,28.6073181836312
9672,"backyard","small",8,0,0,6.5171355418834,1,1,1,1,54.4058892905373
9673,"backyard","small",15,0,0,8.33169081143448,1,1,1,0,58.3086415987343
9674,"campsite","small",6,1,1,4.17022987049,1,1,1,0,23.8149190014387
9675,"campsite","large",40,0,0,31.2003918742898,1,1,0,0,57.7695077326696
9676,"campsite","small",16,0,0,12.8565225222994,1,1,0,0,54.1838596842508
9677,"campsite","large",40,1,0,29.2656391019483,1,1,0,1,46.8186514904774
9678,"backyard","small",12,0,0,6.89177130950609,0,1,0,1,56.6756067356983
9679,"backyard","small",10,1,1,8.25092166893154,1,1,1,0,25.697977243216
9680,"campsite","small",12,0,0,10.7168285308398,0,1,0,0,55.2585979585461
9681,"campsite","small",16,0,0,12.520612697725,0,1,1,0,56.1278810434632
9682,"campsite","small",14,0,0,9.2878052050374,1,1,0,1,54.3679242663842
9683,"backyard","small",12,1,1,8.73053490085903,1,1,0,0,27.1811530597167
9684,"backyard","small",14,0,0,6.46971631960499,0,1,1,0,58.272276458755
9685,"campsite","small",8,0,0,4.35919807759131,1,1,1,1,55.4946287315409
9686,"backyard","small",12,1,0,10.5957781250721,1,1,1,0,47.0236449389948
9687,"backyard","small",12,1,0,4.56070749895758,1,1,0,0,47.0513245970605
9688,"backyard","small",14,1,0,9.50284438065149,1,1,1,0,49.3511754806019
9689,"backyard","large",32,1,0,23.8242078876687,0,1,1,1,53.3499656034743
9690,"backyard","small",11,1,1,8.54596498077151,1,1,1,1,28.3296614644548
9691,"backyard","small",16,1,1,13.9961579016713,1,1,1,1,31.0232432090307
9692,"backyard","large",45,0,0,29.9516595237032,0,1,1,0,64.8565702561977
9693,"backyard","small",14,0,0,8.60026266835384,0,1,1,0,58.5955741242529
9694,"backyard","small",11,0,0,7.39886599535255,1,1,0,0,57.4421219419745
9695,"campsite","small",14,1,1,10.4728636473377,1,1,1,0,26.196122656206
9696,"beach","large",52,1,0,43.3521620853573,1,1,0,1,40.6617482849118
9697,"backyard","large",49,1,0,35.6590370284137,0,0,0,0,59.1913742236293
9698,"backyard","small",9,0,0,6.02122247316676,1,1,0,0,55.8061111238986
9699,"backyard","small",13,1,0,7.55158907668166,1,1,0,0,49.0562559012257
9700,"backyard","small",18,0,0,15.7300163713843,1,1,0,0,59.5130503085327
9701,"backyard","small",10,1,0,8.99329053072249,1,0,1,0,46.2677014704337
9702,"backyard","large",43,0,1,35.4448605657622,1,1,1,0,45.8011390752186
9703,"backyard","small",13,0,0,7.06329311047431,0,1,1,0,58.1789710030751
9704,"campsite","small",9,0,0,7.8126183558185,1,1,1,1,53.1543680123443
9705,"campsite","small",15,1,0,11.098242282516,1,1,0,1,46.3747535836252
9706,"backyard","small",14,0,0,8.26809293213296,1,1,0,0,57.7249263105264
9707,"backyard","small",12,0,0,6.95996164454139,1,1,0,0,57.8598341373496
9708,"backyard","small",11,1,0,6.48698377529506,1,1,1,0,47.9103710459917
9709,"backyard","small",15,0,0,5.29703280157804,1,1,0,0,58.5307668623813
9710,"backyard","small",8,1,0,6.52273244637568,1,1,1,1,44.1548597698342
9711,"campsite","small",9,1,1,6.05096624772703,1,1,1,0,25.7007810945364
9712,"beach","small",16,1,1,11.9286411308603,1,1,1,0,22.2910157431453
9713,"campsite","small",10,0,0,5.13438478240943,1,1,0,0,53.9444720268916
9714,"backyard","large",42,0,0,29.6740294606113,1,1,0,0,66.3151423496907
9715,"backyard","small",12,0,0,6.36426621828049,1,1,0,0,57.1936848225069
9716,"backyard","small",15,0,0,9.35434923306213,1,1,0,0,60.1700177820618
9717,"backyard","small",11,0,0,7.27281797269198,1,1,0,0,57.3348626264798
9718,"backyard","small",10,0,0,7.27354991924037,1,1,1,0,56.5613602010609
9719,"backyard","small",8,1,1,3.20396272908811,1,1,1,0,26.2100379403739
9720,"backyard","small",9,1,1,5.78994433083892,1,1,0,0,26.7065515498745
9721,"backyard","small",13,1,0,5.96829483005163,1,1,1,1,47.1593707713843
9722,"campsite","large",49,1,0,36.4125678076309,1,1,1,0,46.2547108738276
9723,"backyard","small",17,0,0,11.7040836568858,1,1,0,0,56.2415886707937
9724,"backyard","large",56,1,0,43.9589220459419,1,1,1,0,55.0506239896291
9725,"backyard","small",8,1,1,6.90267130483237,1,1,1,0,26.6044876863825
9726,"backyard","large",45,1,0,28.109495204694,1,1,1,0,56.5374262040819
9727,"campsite","small",14,0,0,10.3624709425262,1,1,1,0,55.1704081377516
9728,"backyard","small",9,0,0,6.52887150492286,1,1,1,0,56.3792773281187
9729,"campsite","small",9,0,0,6.50640115113132,1,1,1,1,55.3298717385466
9730,"backyard","small",11,0,0,6.25207483240482,0,1,1,1,58.7018460851319
9731,"backyard","small",13,1,0,7.92170259335175,0,1,1,1,48.2873190793786
9732,"campsite","large",40,1,1,31.207297451006,1,1,0,0,27.7551352897958
9733,"backyard","large",35,1,0,24.1682603741043,1,1,0,0,55.8635761120138
9734,"backyard","large",41,1,0,32.0093115040987,0,1,0,0,54.1500490581742
9735,"backyard","small",12,1,0,10.6710845929004,0,1,1,1,46.668877858356
9736,"backyard","small",14,1,0,8.48345948447458,1,1,0,0,50.7700989559634
9737,"backyard","small",13,1,1,13.5628592649188,1,1,1,0,29.6468201590939
9738,"backyard","small",14,1,0,9.96826056035078,1,1,1,0,48.585267383578
9739,"backyard","large",49,1,0,39.9851362770031,1,1,0,1,54.4146584442393
9740,"backyard","small",11,1,0,5.07010032174408,1,1,1,1,47.4456437158699
9741,"backyard","large",56,1,1,42.5892956891141,1,1,0,1,34.7967278301394
9742,"backyard","small",15,0,0,3.38815665334428,1,0,0,0,60.1335097708613
9743,"campsite","small",13,1,0,9.881664463267,1,1,0,0,45.7288553127606
9744,"campsite","small",8,1,0,4.54174248610988,1,1,0,0,42.7269792685701
9745,"backyard","small",12,1,1,8.57852867185617,1,1,1,0,27.7637417789778
9746,"backyard","large",50,0,1,49.5874337270964,1,1,1,0,45.0796208838342
9747,"beach","small",15,0,0,10.6281487516224,1,1,1,0,54.1150143256342
9748,"backyard","large",44,1,1,28.2587345377393,1,1,1,0,36.0994497068958
9749,"beach","large",44,0,0,30.1214622039754,1,1,1,0,53.8611292802122
9750,"backyard","small",8,1,1,5.99982465351588,0,1,1,0,25.5107000732355
9751,"backyard","small",15,1,0,7.62417814833264,0,1,0,0,49.3383824695177
9752,"beach","large",40,0,0,31.4126923741875,0,1,1,0,54.1123467261234
9753,"backyard","small",13,0,0,7.55650689144651,1,1,0,0,58.8257228697675
9754,"campsite","small",17,0,0,11.0391056288617,1,1,0,0,57.1291796708044
9755,"backyard","small",15,0,1,8.7051432144087,1,1,1,0,38.310086730148
9756,"backyard","small",14,0,0,9.9735320807777,0,1,1,1,57.6939027302561
9757,"backyard","small",9,1,0,7.43809065382063,1,1,1,0,47.7242563633027
9758,"backyard","small",13,0,0,8.78115068767886,1,0,1,0,59.1872155597164
9759,"beach","small",12,0,0,7.03324617238385,0,1,1,1,54.2251868310483
9760,"backyard","small",12,0,0,8.79317544389117,1,1,1,0,57.563079606043
9761,"backyard","small",18,0,0,7.07462786702455,1,1,0,0,60.0359720303578
9762,"backyard","small",8,1,0,4.79238287587223,1,0,1,0,47.4097711851651
9763,"backyard","small",10,0,0,6.57511615694784,1,1,0,1,56.3771910204902
9764,"campsite","small",12,1,0,4.50787620253347,1,0,1,0,46.6977407683664
9765,"backyard","small",8,0,0,6.02569284882464,1,1,1,1,56.4643103636802
9766,"campsite","small",13,1,0,4.82275746324569,1,1,1,0,46.2656941029784
9767,"campsite","large",52,1,1,28.5892972827889,1,1,1,1,25.3350723043011
9768,"campsite","small",11,1,0,8.1852772533563,0,1,0,1,45.3840588440835
9769,"backyard","small",14,1,0,11.8465914317529,0,1,0,0,48.1406768074079
9770,"backyard","large",40,1,0,30.3681049329873,1,1,1,0,53.7121561853741
9771,"backyard","large",50,0,0,38.1070790870988,1,1,1,1,65.0355161282822
9772,"backyard","small",12,1,0,7.95045231784784,1,1,1,0,48.7520097358854
9773,"backyard","large",48,1,0,38.3804496603296,1,1,0,0,55.3028012306501
9774,"backyard","large",46,1,0,32.63734108344,0,1,1,0,57.5958451165556
9775,"backyard","small",17,1,0,8.7348275915287,1,1,0,0,49.9932247626357
9776,"backyard","small",9,1,0,6.23434553154692,1,1,1,0,46.1726256918357
9777,"backyard","small",15,1,0,10.4509439651124,0,1,1,1,46.4715143791156
9778,"campsite","small",9,1,1,6.78863051296842,0,1,0,0,23.9239016472902
9779,"beach","large",46,1,0,33.3351596345404,1,1,1,0,41.9248545074661
9780,"backyard","small",16,1,1,7.06191584417147,0,1,1,1,28.1991784643965
9781,"backyard","small",11,0,0,6.35693623509257,1,1,1,1,56.8612201330679
9782,"campsite","small",10,1,1,6.45529875400883,1,1,0,0,24.0740695433579
9783,"campsite","small",13,1,0,11.6891239216354,1,1,0,0,45.466064020967
9784,"beach","small",12,0,0,9.28051021106709,1,1,1,1,55.6382638695397
9785,"backyard","small",20,1,1,16.4940650140333,1,1,0,1,30.3832135493059
9786,"backyard","small",10,1,0,7.12495031893303,1,1,1,0,48.270531701629
9787,"campsite","small",8,0,1,5.86648979314123,1,1,1,0,34.9814883632786
9788,"backyard","small",11,0,0,8.65832821482521,1,1,1,1,57.1541681516439
9789,"beach","small",19,0,0,15.439441377465,0,1,1,1,54.9619981229981
9790,"backyard","large",29,1,1,26.0993945437348,1,1,1,0,34.5927266376164
9791,"backyard","small",10,0,0,7.71859190079698,1,1,1,0,56.8436222391858
9792,"backyard","small",14,1,0,7.71059423126326,0,1,1,1,46.1824532202575
9793,"beach","small",9,0,0,7.00541600181276,1,1,1,0,53.4920007369044
9794,"campsite","small",10,1,1,4.91061909035128,1,1,1,1,25.1199457556345
9795,"beach","small",10,0,0,8.14974132396043,1,1,0,0,53.8717315026931
9796,"beach","small",6,0,0,3.5801977468126,1,1,0,0,53.9135155150174
9797,"campsite","large",43,0,0,36.0904472718371,1,1,1,0,57.2856042596213
9798,"campsite","small",15,1,0,9.35512136565387,1,1,0,0,43.7990538101814
9799,"backyard","small",9,1,0,6.61941968105229,1,1,1,0,46.1521074115979
9800,"backyard","small",12,0,0,6.91120266600263,1,0,0,1,57.4568710803068
9801,"backyard","large",43,1,1,30.3176995682248,0,1,1,0,34.3979134825053
9802,"backyard","large",50,0,0,34.226487621068,1,1,1,1,67.3957654315013
9803,"backyard","small",11,1,0,5.31017530581742,1,1,1,1,48.3548985303001
9804,"backyard","small",16,0,0,12.2694916512435,1,1,1,0,58.6596861814726
9805,"backyard","small",14,1,0,10.4879270088234,0,1,1,1,50.127260290302
9806,"campsite","small",10,1,1,5.48512974123298,1,1,1,1,23.7445669015138
9807,"backyard","small",7,1,0,3.11374882507325,1,1,0,1,46.027363386426
9808,"campsite","small",8,0,0,3.17897929433858,1,0,1,0,54.5862495917478
9809,"backyard","large",34,1,0,25.1902691987917,1,1,0,0,53.9682139750304
9810,"backyard","small",13,0,0,9.7378474439074,1,1,1,0,58.8377288200863
9811,"backyard","small",9,1,1,5.18807659604001,1,1,0,1,24.7723004183771
9812,"backyard","small",14,1,0,4.49092531314041,1,1,1,1,48.7153111280786
9813,"backyard","large",48,0,0,37.2620128233712,1,1,0,1,64.8728095207619
9814,"backyard","large",36,1,0,27.911372677297,1,1,0,0,54.7289116575739
9815,"beach","small",12,1,0,8.15310973683199,1,1,1,1,44.0053377681302
9816,"beach","small",17,0,0,7.30945968920891,1,1,0,1,55.6404517110292
9817,"backyard","large",35,1,0,19.4311551738341,1,1,0,1,54.4244934139691
9818,"backyard","small",9,1,1,6.24684677884282,0,1,1,1,27.6399746946053
9819,"backyard","small",9,1,0,7.64120725184992,1,1,0,1,46.0340684607062
9820,"campsite","small",10,0,0,6.09372429016723,1,1,1,1,55.6469439333336
9821,"campsite","large",39,1,0,33.7392219673842,0,1,0,0,45.8078601307653
9822,"campsite","large",51,0,0,33.0878897865622,1,1,0,0,55.3711362084491
9823,"backyard","large",38,1,0,39.3946049556484,1,1,1,1,53.1757904670384
9824,"campsite","small",15,0,0,8.37083088158666,1,1,1,0,54.4618351548299
9825,"campsite","small",16,1,0,11.7054181897266,1,1,1,0,44.7749694817153
9826,"campsite","small",9,0,0,4.74471020037854,1,1,0,0,56.2601951868319
9827,"backyard","small",15,0,0,10.0389437641779,1,1,0,0,57.757540549795
9828,"backyard","large",42,0,0,33.7585289918131,1,1,1,0,65.8600288145181
9829,"backyard","small",12,1,0,10.019950696369,1,1,0,0,47.4667102235376
9830,"backyard","large",39,1,0,31.8439427981004,1,1,0,0,53.9839008126826
9831,"backyard","large",43,0,0,32.7968550445521,1,1,1,0,65.3210709784916
9832,"campsite","large",33,0,0,29.2447236085095,1,1,1,0,57.2086631088379
9833,"backyard","small",17,1,0,7.2036051222439,1,1,1,0,47.8040448645666
9834,"backyard","large",47,1,1,46.369672778691,1,1,0,0,34.7857023721346
9835,"campsite","small",14,1,1,10.3218882032008,1,1,0,0,24.3945911882371
9836,"backyard","small",8,0,0,4.99911088459746,1,1,0,0,56.6673511123622
9837,"backyard","small",10,1,1,5.48371674414305,1,1,0,0,27.3689995084985
9838,"backyard","small",10,0,0,6.17522426555462,1,0,1,0,56.897618946803
9839,"campsite","large",38,0,0,25.5337368659892,1,0,0,0,60.1201880459874
9840,"backyard","small",14,0,0,7.59063989764524,1,1,1,1,57.9455260333676
9841,"campsite","large",43,1,0,27.6812253158449,1,1,0,1,47.2992041390003
9842,"campsite","small",13,1,1,5.54941348870189,1,1,0,0,25.8463289581035
9843,"campsite","small",11,0,0,7.76300057365973,1,1,0,1,56.4076903084038
9844,"backyard","small",17,0,0,9.82180637538799,1,1,0,0,56.800734843258
9845,"backyard","small",9,1,0,7.31274574540645,0,1,0,0,46.871407519202
9846,"backyard","small",10,1,0,4.10821655664244,0,0,1,0,48.855953763211
9847,"campsite","small",15,1,0,9.06765564182339,1,1,0,0,46.4621685311494
9848,"backyard","small",16,0,0,6.87665325622394,1,1,0,1,58.7636451509703
9849,"backyard","small",17,1,0,10.5043232285898,1,1,1,1,50.5708448729372
9850,"backyard","small",15,1,0,12.3870322024955,1,0,1,0,51.9097459037733
9851,"campsite","small",15,0,1,9.29733164979399,1,1,1,1,33.9381030394091
9852,"campsite","large",49,0,1,36.2456625838242,1,0,1,0,39.8496608777619
9853,"backyard","small",6,0,0,3.49134490500201,1,1,0,1,53.7219853214062
9854,"backyard","large",43,0,0,31.5632155639546,1,1,0,0,65.9271934800001
9855,"backyard","small",7,0,0,5.31494094107908,0,1,1,1,53.1383385902307
9856,"backyard","small",8,0,0,4.98857176800712,1,1,1,0,56.110376942105
9857,"campsite","small",16,1,0,9.4764658978831,1,1,1,1,45.9604449059379
9858,"beach","small",9,0,0,5.95507258962854,1,1,0,0,54.3457359376245
9859,"campsite","small",19,1,0,11.2132195448936,1,1,1,0,46.8154909888093
9860,"backyard","small",9,1,0,5.28454524650187,1,0,1,0,47.7226623269485
9861,"backyard","large",47,0,1,39.51292529661,0,1,1,1,47.0398137848198
9862,"backyard","small",11,0,0,9.10046260203596,1,1,0,0,56.8509268666491
9863,"backyard","small",14,1,0,10.0131747022458,0,1,1,1,47.0092313182806
9864,"beach","large",39,0,0,33.0855437055192,1,1,1,1,54.6591027409749
9865,"beach","small",8,1,0,6.45159525631686,1,1,1,0,42.8415972699438
9866,"backyard","small",12,0,0,9.67395341088355,1,1,0,1,57.1966455362555
9867,"beach","small",12,0,0,7.09394121036949,1,1,1,0,53.9765893930335
9868,"campsite","small",9,1,0,4.66640259712203,0,0,1,1,45.4874116857114
9869,"backyard","small",9,1,0,7.39906816334067,0,1,1,0,45.5032570816133
9870,"backyard","small",10,0,0,6.3043730038936,0,1,1,0,56.3251329334031
9871,"backyard","small",16,1,0,10.3630600383453,1,1,1,0,49.3139929251149
9872,"backyard","small",13,1,0,4.41651301595685,1,1,1,0,47.6395282584816
9873,"campsite","small",11,0,1,8.66720928533313,1,1,1,0,34.7300524707451
9874,"campsite","small",10,0,1,5.60372375384269,1,1,0,0,35.9560254248535
9875,"campsite","small",10,1,0,7.6874442327633,1,1,1,0,44.5652980358037
9876,"campsite","large",43,1,0,34.3449564648012,1,1,1,0,46.940037567202
9877,"backyard","small",13,1,0,7.84395347134986,0,0,1,0,47.7659763521576
9878,"backyard","small",14,0,0,7.83862696237261,0,1,0,1,57.2618192918078
9879,"backyard","small",15,0,0,9.70729236457787,1,1,0,0,58.3473162346936
9880,"campsite","small",12,1,0,8.18953178329923,1,1,1,1,44.8431253630484
9881,"backyard","large",54,0,1,34.3269207051259,1,1,1,1,46.2351210120529
9882,"beach","small",16,1,0,14.0261400035641,1,1,1,1,44.0829289232831
9883,"backyard","small",11,1,0,8.41300631755986,1,1,0,1,47.2762961498164
9884,"campsite","small",11,0,0,8.21603290312067,1,1,0,0,56.4823426317624
9885,"campsite","small",8,0,0,3.07698160656881,0,1,0,0,52.880919751432
9886,"backyard","small",12,1,0,9.18490732695932,0,1,0,1,48.2053549613021
9887,"campsite","large",36,1,0,31.2024502609062,1,1,0,0,47.7811871786721
9888,"backyard","small",10,1,0,8.34089923864555,1,1,1,1,48.0034319582181
9889,"campsite","large",47,1,0,32.1983434283974,1,0,1,0,50.4527892437621
9890,"backyard","small",16,1,0,9.58482566010604,1,1,1,0,49.619670547599
9891,"campsite","small",9,1,0,4.47206503234409,1,1,1,0,43.3405390006591
9892,"backyard","small",11,0,0,4.2955919469082,1,1,0,0,57.5619078313115
9893,"backyard","small",12,0,0,8.07850988009938,1,1,1,0,58.1628358658668
9894,"backyard","small",13,0,0,11.0339116613481,1,1,1,0,57.9332234905872
9895,"backyard","small",11,0,1,7.25061758977984,1,1,1,0,38.5935215230106
9896,"campsite","small",13,1,1,6.76733193139354,1,1,1,1,24.8681114225853
9897,"backyard","small",10,0,1,6.58361286718257,1,1,1,0,36.603432051811
9898,"campsite","small",12,1,1,4.30885129746009,1,1,0,0,24.9958729504105
9899,"campsite","small",15,1,0,6.54995773115485,1,1,1,1,45.847165597212
9900,"backyard","large",27,0,1,20.8889437288194,1,1,1,0,42.5754435651349
9901,"campsite","small",11,0,0,9.04021949971164,1,1,1,1,55.0914564672683
9902,"backyard","small",11,0,0,9.31205163104952,1,1,1,0,56.8512267184352
9903,"backyard","small",10,0,1,7.13698667690523,0,1,0,1,37.2919372912498
9904,"backyard","small",11,1,0,8.21459220922629,1,1,0,0,45.7661455233426
9905,"backyard","small",10,0,1,3.99138386842513,1,1,0,0,37.5678133102606
9906,"backyard","small",10,0,0,6.7750145051075,1,1,0,0,56.2979247739447
9907,"campsite","small",12,0,0,8.65077294446808,0,1,0,0,55.1143790196409
9908,"backyard","small",7,1,0,2.90728331706333,1,1,1,0,45.637699934855
9909,"backyard","small",15,1,1,12.0146717997964,1,1,0,0,28.637381511687
9910,"backyard","small",10,1,0,6.18709422256863,1,1,1,0,44.961645429475
9911,"backyard","small",8,1,0,5.71760870719872,1,1,0,0,44.3342890224786
9912,"beach","small",12,0,0,8.62143241647477,1,1,1,1,53.647237869487
9913,"backyard","small",12,1,0,7.62819923811107,1,1,0,0,47.6356086293157
9914,"campsite","small",14,0,0,13.0840892831251,1,1,0,0,55.2016742865319
9915,"campsite","large",37,1,0,25.5698723884742,1,1,0,0,47.775572045705
9916,"campsite","large",40,0,0,26.9643995658687,1,1,1,1,56.8109863775487
9917,"backyard","large",53,1,0,40.4338394549552,1,1,1,0,55.052104906734
9918,"campsite","small",14,1,0,7.87388711314555,1,1,1,0,45.9422355170704
9919,"backyard","small",8,1,0,4.90386224434167,1,1,1,0,45.5357446720642
9920,"backyard","small",9,1,0,7.1656455071047,1,1,1,0,46.178411520789
9921,"campsite","large",47,0,0,39.5231481780185,1,1,1,0,56.7419573399699
