"ID","location","size_est","size_actual","charcoal_present","smoker_present","salads","burgers","hotdogs","chicken","beyond_items","propane_used"
10763,"beach","small",7,1,0,4.7284267522623,1,1,1,0,41.9208015154628
10764,"backyard","small",9,0,1,6.54815679403714,1,1,1,0,36.8951663693083
10765,"backyard","large",32,1,0,23.8653230776745,1,1,1,0,53.7667555399821
10766,"beach","small",16,0,1,6.87334713129258,0,1,1,1,32.9103846732514
10767,"backyard","small",15,1,1,6.77279829513507,1,1,0,0,30.1331630566461
10768,"campsite","small",10,0,1,5.42753416286656,1,1,1,0,33.7467726450207
10769,"campsite","small",16,0,0,11.2735341534134,1,1,1,1,55.9374125696387
10770,"backyard","small",13,0,0,9.69190315720473,1,1,0,0,58.1712172604761
10771,"backyard","small",12,0,1,6.39892980061945,1,1,0,0,37.404450477778
10772,"backyard","large",44,1,0,34.5154821633683,1,1,0,0,56.0912048226693
10773,"campsite","small",11,1,0,8.34983009701762,1,1,0,0,43.8299983303124
10774,"backyard","small",10,0,0,8.02160495056377,1,1,1,0,54.8954619567595
10775,"backyard","large",45,1,0,31.090303267531,1,0,0,0,57.2976094650828
10776,"backyard","small",13,0,1,6.15767995532806,1,1,1,1,37.7414648534334
10777,"backyard","small",8,0,0,7.54636757690532,1,1,0,0,55.7202539781582
10778,"campsite","small",16,1,0,11.4057651731397,1,1,1,0,45.6190783094076
10779,"backyard","small",12,0,0,8.45974420692831,1,1,1,1,57.4536302214239
10780,"backyard","small",9,0,0,4.23143616593909,1,1,0,1,57.5690012071071
10781,"campsite","large",54,1,0,48.075805815912,1,1,1,0,43.9776616333392
10782,"backyard","large",29,1,0,27.9663090826891,1,1,1,1,54.4487422560932
10783,"backyard","small",12,0,1,7.76176030389822,1,1,1,0,35.8906924622683
10784,"backyard","small",9,0,0,6.31872372437462,1,1,1,0,56.297270140713
10785,"backyard","small",13,0,0,10.2772870951433,0,1,1,1,57.396089898753
10786,"backyard","large",62,0,0,45.4123938777156,0,1,1,0,65.974071279939
10787,"backyard","small",7,1,0,4.48470805564388,1,1,0,0,45.9919513978303
10788,"campsite","large",46,1,0,33.0712069070384,1,1,1,0,45.7833014469294
10789,"backyard","small",14,0,0,9.12286357345139,1,1,1,0,58.5220368994296
10790,"campsite","small",15,0,1,10.2621771424042,0,1,1,0,35.0501248200525
10791,"backyard","small",19,1,0,12.3502031732839,1,1,1,1,48.5341318498832
10792,"backyard","small",11,1,1,7.06018645504479,1,1,1,0,26.3791013221026
10793,"campsite","large",42,0,0,27.9583470155607,1,1,1,1,56.6794147643714
10794,"backyard","small",9,0,1,8.38557486887487,0,1,0,1,35.2623142070139
10795,"campsite","large",41,0,1,31.7374089622502,1,1,1,0,37.1155916377053
10796,"campsite","small",10,0,0,5.79778895657487,0,1,0,1,54.3259272476647
10797,"campsite","large",34,0,1,30.2264704587119,0,1,0,1,35.5808474034712
10798,"campsite","small",12,1,0,9.01674646442503,1,1,1,0,44.5493791081397
10799,"backyard","small",11,0,0,9.28325950908013,1,1,0,1,56.2531614387963
10800,"backyard","large",42,1,0,33.9097471458685,1,1,1,0,54.5117485366414
10801,"backyard","small",12,0,0,8.32728153846559,0,1,0,1,56.4636980898437
10802,"backyard","small",16,0,0,9.01584806308917,1,1,0,0,58.6403809424459
10803,"campsite","small",11,0,0,9.47665362391647,1,1,1,0,55.3376877109011
10804,"campsite","small",10,1,0,4.98103758370227,1,1,1,0,44.4361079380673
10805,"campsite","small",11,1,0,4.44186849865594,1,1,0,0,45.147776310663
10806,"backyard","small",14,0,0,9.36426189524873,1,1,1,0,56.4302923666582
10807,"backyard","large",32,0,0,16.7371339427734,1,1,0,0,63.6221628988966
10808,"campsite","large",44,0,1,34.6585812344572,1,1,0,0,36.7469868658762
10809,"beach","small",13,1,0,7.28916314097303,1,1,1,0,43.3544920369724
10810,"backyard","small",9,1,0,6.74482634935918,1,1,0,0,47.4176343985044
10811,"campsite","large",54,1,0,44.939962150772,0,1,1,0,44.7836627293407
10812,"backyard","small",18,1,1,12.6396473287559,1,1,0,0,29.8208108888176
10813,"backyard","small",13,0,0,7.9707899554261,1,1,0,1,58.0542992284766
10814,"backyard","small",15,1,0,8.7472557365319,1,1,1,0,49.0896735171583
10815,"backyard","small",16,0,0,11.0359339048421,1,1,1,0,58.6724072651367
10816,"campsite","small",12,0,0,6.82829947822091,1,1,1,0,56.5187754291357
10817,"campsite","small",13,1,0,8.67056696601982,1,1,0,0,46.8680771551129
10818,"campsite","small",13,1,0,7.39502430778904,1,1,0,0,44.621463710281
10819,"backyard","small",10,0,0,4.57660549714679,1,1,0,1,56.5639116683245
10820,"beach","small",11,0,0,4.75079347496983,0,1,1,0,54.004162929212
10821,"campsite","small",9,1,0,8.81970236981327,1,1,0,0,45.7851313768368
10822,"backyard","small",16,1,0,9.56226901758276,1,1,1,0,50.2977010442561
10823,"backyard","small",10,1,1,4.75788280598457,0,1,1,1,28.0330338297419
10824,"backyard","small",13,0,0,8.71755440824584,0,1,0,0,56.5205420500589
10825,"backyard","small",13,0,0,9.95091688683305,1,1,1,0,56.2041811777099
10826,"backyard","small",13,0,0,10.7962701235046,1,1,1,0,57.3853825267163
10827,"backyard","large",45,0,1,33.9284964457181,0,1,0,0,46.3779357529593
10828,"campsite","small",15,1,1,8.95108484824982,1,1,0,0,25.0127395479549
10829,"campsite","small",12,0,0,8.42528615907858,1,1,1,0,54.509789245164
10830,"backyard","small",14,0,1,7.73082994562743,1,0,0,1,38.6426569916544
10831,"campsite","small",16,1,0,9.68602600375608,1,1,1,1,46.5803749644908
10832,"backyard","small",11,1,1,5.97426130444581,1,1,1,0,25.4703389108182
10833,"backyard","small",11,1,0,4.89268146817765,1,1,1,0,46.5577116016955
10834,"backyard","small",9,0,0,5.08214566825469,1,1,1,0,56.8846651833257
10835,"beach","large",33,1,1,31.8660468883378,1,0,0,0,28.8174822460888
10836,"beach","small",6,1,0,5.04840151805284,1,1,1,0,43.2211920437295
10837,"backyard","small",8,0,0,4.47479488203321,1,1,1,1,55.6665867553579
10838,"backyard","large",51,1,0,43.183350861415,1,1,1,1,56.6885729743643
10839,"backyard","small",14,0,0,9.37302936098834,1,1,1,1,58.3757100841213
10840,"backyard","small",8,1,0,4.82572719506749,1,1,1,0,46.714538964041
10841,"backyard","small",7,1,0,4.44609347160624,1,1,1,1,47.2289066724181
10842,"campsite","large",31,1,1,26.5198201964773,1,1,0,0,26.7396669759158
10843,"backyard","small",11,0,0,7.16474159845775,1,1,0,0,58.7941184001695
10844,"backyard","small",17,1,0,17.8637196925545,1,1,1,0,50.0004318682645
10845,"backyard","small",11,0,0,8.265980324068,1,1,1,1,57.8014255922085
10846,"backyard","large",40,0,0,26.5980130356933,1,1,1,0,63.0668394491084
10847,"beach","small",13,0,0,8.8416489557931,1,1,1,0,53.1337335295925
10848,"backyard","small",10,0,0,6.89850103256255,1,1,0,0,56.0042122623135
10849,"backyard","small",7,1,0,6.06857694282085,1,1,1,1,47.2389701932497
10850,"backyard","small",12,1,0,9.95101618262178,1,1,1,0,47.2384557153453
10851,"backyard","small",12,1,0,9.23856898056555,1,1,1,0,48.0774685803225
10852,"backyard","small",8,1,1,6.11766323090627,0,1,0,0,26.3425373709805
10853,"backyard","small",13,1,0,7.5209059751536,1,1,0,0,48.1996739854095
10854,"backyard","small",9,1,0,5.79176117035176,1,0,1,1,46.2234619694837
10855,"backyard","large",32,0,0,30.628506869314,1,1,0,0,61.2957412388558
10856,"backyard","small",18,1,0,6.354448155843,1,1,0,0,49.6704265419036
10857,"campsite","small",17,1,1,14.5382290163582,1,1,1,0,26.3849419145104
10858,"backyard","large",36,0,0,29.3080306269125,1,0,1,1,68.9553365315453
10859,"backyard","small",12,1,0,6.97648908773527,1,1,1,0,46.4380153404814
10860,"backyard","small",16,1,0,10.5202138901072,1,1,1,0,49.8775706366005
10861,"beach","small",11,1,0,6.40150514198411,1,1,1,1,45.3209574699617
10862,"backyard","small",9,1,0,4.64171506425613,1,1,1,0,45.6232605303374
10863,"backyard","small",16,1,0,15.0524933320059,1,1,0,0,49.8384651300488
10864,"campsite","small",15,0,0,8.71401010139456,1,1,1,0,54.6337958657051
10865,"campsite","large",41,0,0,33.0960137352078,0,1,1,0,55.6976642407757
10866,"backyard","small",11,0,0,7.58121274978618,1,1,1,1,59.9418818800596
10867,"campsite","small",10,1,0,5.88651223670684,0,1,1,0,43.9518749056463
10868,"backyard","small",7,1,0,5.21113384656291,0,1,0,0,45.1591126005457
10869,"campsite","small",13,0,0,10.341810264543,0,1,0,1,55.7612711073498
10870,"beach","small",13,1,0,7.18724792810596,0,1,0,0,44.3162518201981
10871,"backyard","small",12,1,0,7.32669961091483,1,1,1,0,47.5784212261423
10872,"backyard","small",10,0,0,5.34712225140478,1,1,1,0,57.3944991060933
10873,"beach","large",42,0,0,35.4015510908973,1,1,0,1,52.3358779770345
10874,"beach","small",18,1,1,11.821449487606,1,1,1,0,23.9483106281503
10875,"backyard","small",10,1,1,6.40990360669195,1,1,0,0,25.0277723464234
10876,"backyard","large",51,1,1,36.0947828973981,1,1,1,0,34.2982999266965
10877,"beach","small",13,0,0,8.35158234858395,1,1,1,0,54.9307386006993
10878,"campsite","small",13,0,0,7.58163654661228,1,1,0,0,54.616086777595
10879,"campsite","small",10,0,0,5.78964362130709,0,1,0,0,54.4503970242507
10880,"campsite","small",9,1,0,4.86517087539126,1,1,1,0,44.8540943060549
10881,"backyard","large",42,0,0,30.7685955076108,1,1,1,0,65.6106843129614
10882,"backyard","small",13,1,1,9.63080014515016,1,1,1,0,28.3076864400593
10883,"backyard","small",13,0,0,7.76940286444228,1,0,1,0,59.2162832304045
10884,"campsite","small",10,1,0,6.70702246675705,0,1,1,0,45.6277356859796
10885,"backyard","small",6,0,0,5.16676743529335,1,1,0,1,56.2524788256794
10886,"beach","small",14,0,0,10.9332397749859,1,1,0,0,53.3567656825697
10887,"backyard","large",55,0,0,47.9478473449152,1,1,1,0,66.2236108522293
10888,"backyard","small",11,1,0,5.59568260741838,1,1,1,0,46.4414068087604
10889,"backyard","large",40,0,0,27.9625992301034,0,1,1,0,63.1651715468381
10890,"campsite","small",9,1,0,5.27794374897042,1,1,0,1,45.1812357673141
10891,"campsite","small",11,1,0,8.14366600370468,1,1,1,0,44.5979912525382
10892,"campsite","small",13,0,0,5.53276892326941,1,1,1,0,54.4340374125341
10893,"backyard","small",13,1,0,7.97896469449982,1,1,0,0,47.7225127540532
10894,"backyard","small",7,1,1,5.05845027764296,0,1,1,0,26.1716415188482
10895,"campsite","small",11,0,0,5.70871036407771,1,1,1,0,55.5155084101021
10896,"campsite","small",13,0,0,8.38513665048464,0,1,1,0,55.9538452736704
10897,"backyard","small",13,1,0,7.92136089715899,1,1,0,0,47.5655211149083
10898,"campsite","small",7,1,1,5.61117853227967,1,1,0,0,23.4022938568585
10899,"backyard","small",12,0,0,11.3281355198627,1,1,0,0,57.3836436347796
10900,"backyard","large",38,0,0,21.9529371011272,1,1,1,0,65.5266755734577
10901,"beach","small",12,0,0,7.17821178790322,1,1,0,0,54.1193302926323
10902,"campsite","small",13,0,0,8.46767655060366,1,1,1,0,55.7130321968462
10903,"backyard","small",10,1,0,7.15309935075545,1,1,1,0,47.4470073444645
10904,"backyard","large",29,0,1,23.9828003694605,1,1,1,0,45.3766051680811
10905,"campsite","small",15,1,0,12.6987156813728,1,1,1,1,46.0227087763759
10906,"campsite","small",16,0,0,18.3856514381213,1,1,1,0,55.7528970140461
10907,"campsite","small",11,1,0,5.41233626939958,1,1,0,0,45.62155617927
10908,"backyard","small",12,1,0,12.0198981924199,1,1,1,0,47.2747404577216
10909,"campsite","small",14,0,1,9.60862557520699,1,1,1,0,37.1917724919777
10910,"backyard","large",42,0,0,35.2339721412176,0,1,1,1,63.4617586755624
10911,"backyard","small",17,0,0,11.3442562170494,1,1,1,0,58.4198143052887
10912,"campsite","small",17,0,0,9.48632052031854,1,1,1,0,56.2908593714254
10913,"backyard","small",15,0,1,10.3615794179149,1,1,1,1,39.28588809567
10914,"backyard","small",11,0,0,6.09272991508395,0,1,1,0,58.1372810823228
10915,"backyard","large",45,0,0,33.5495791819947,0,1,1,0,64.6223176785652
10916,"backyard","small",12,0,0,6.94405531100998,1,1,1,0,56.1099620135141
10917,"campsite","large",55,1,0,47.886005800808,1,1,1,0,44.8799947629065
10918,"backyard","large",39,0,0,32.2849195273699,1,1,0,0,64.321888731192
10919,"beach","small",13,0,0,9.88359216733175,1,1,0,1,53.6549259018871
10920,"backyard","small",6,1,0,5.31288571887622,1,1,1,0,46.5662483126131
10921,"campsite","small",9,0,0,6.17817161752597,1,1,0,0,54.9987288814249
10922,"campsite","small",14,0,1,4.58157615140367,1,1,1,0,35.9579336916704
10923,"backyard","small",10,1,0,7.26419880218125,0,1,0,1,47.1728560273379
10924,"campsite","small",12,0,0,9.01349074777616,0,1,0,0,55.3978888408862
10925,"campsite","small",11,0,1,4.17779141484508,0,1,1,0,35.0225818958285
10926,"beach","small",11,1,0,6.25867047251831,1,1,0,0,42.1268945508753
10927,"backyard","small",11,0,1,8.55901706669562,1,1,0,1,35.7900666807054
10928,"backyard","large",51,1,1,38.0709120641208,0,1,1,0,34.4436614321045
10929,"backyard","small",9,0,0,6.86398964959657,1,1,0,0,57.6263765793616
10930,"backyard","small",8,0,0,4.59564456661889,1,1,1,0,57.2008887333462
10931,"campsite","small",12,1,0,8.66196540138366,1,1,1,0,46.4043625811052
10932,"backyard","small",13,1,0,9.17736461621939,1,1,1,0,49.354321349678
10933,"campsite","large",46,1,0,38.1100933535565,1,1,1,0,46.6566382342645
10934,"campsite","large",36,1,0,29.4719740907657,1,1,1,0,47.2933129750316
10935,"backyard","small",9,0,0,5.67869287811073,1,1,1,0,55.0311263890746
10936,"backyard","small",12,1,0,5.13925803618014,1,1,0,1,47.5324108038294
10937,"backyard","small",12,0,0,6.5348695861597,1,1,1,0,57.1345086583325
10938,"campsite","small",8,0,0,5.06632699919967,1,1,1,0,54.923090455584
10939,"backyard","small",11,0,0,7.53438244343353,1,1,1,0,57.5475874935449
10940,"backyard","small",7,0,0,4.93318960924725,0,1,1,0,55.5727822717535
10941,"backyard","small",8,0,0,5.88038849006174,1,1,1,1,55.0614329220426
10942,"campsite","small",14,1,0,3.83797717161613,1,1,1,0,45.5538773205537
10943,"campsite","small",10,0,0,6.84266275637943,1,1,1,0,54.8446902413832
10944,"backyard","large",32,1,1,29.0567465352712,0,1,1,0,32.3408036995115
10945,"backyard","small",10,0,1,7.33572524309546,1,0,1,0,39.0185885624475
10946,"campsite","small",14,0,0,7.30385927313407,1,1,0,0,52.8811520964921
10947,"campsite","small",8,1,0,5.44483988413781,1,1,1,0,44.2795076023676
10948,"backyard","small",8,1,1,6.09679435829844,1,1,1,0,24.5757132900917
10949,"campsite","small",13,1,0,6.51599348958015,0,1,1,0,46.1792211851097
10950,"backyard","small",10,1,0,8.40560485946813,1,1,1,0,47.5182221386163
10951,"backyard","large",49,0,0,41.9960028568849,1,0,0,0,70.9721742739332
10952,"campsite","small",16,0,0,7.8755501304572,1,1,1,1,55.3658661482786
10953,"backyard","small",10,1,0,7.65032046802017,1,1,0,0,45.4429073724207
10954,"beach","small",7,1,0,3.57654859858263,1,1,1,0,42.5481490050752
10955,"campsite","large",52,0,0,42.8361986811325,1,1,1,1,56.7373749555584
10956,"campsite","small",18,0,0,14.4882978974484,1,1,0,0,55.4412584711274
10957,"campsite","large",42,1,0,35.8520372837192,1,0,1,0,50.3666470446311
10958,"beach","small",15,1,0,12.3203031544856,1,1,0,1,43.8599088677681
10959,"backyard","large",41,0,0,31.5749492590871,1,1,0,0,63.6710878507416
10960,"beach","small",18,1,0,7.89325332512315,0,1,1,0,43.2320953417643
10961,"backyard","small",11,0,0,9.26449122761017,1,1,0,1,57.8213605715816
10962,"backyard","small",9,0,0,6.50310882414636,1,1,0,0,57.7756347915138
10963,"backyard","large",39,0,0,20.8511007403801,1,1,1,1,66.1415682216852
10964,"beach","large",45,0,0,36.8948435809399,1,1,1,1,51.318829841312
10965,"backyard","small",13,1,0,10.5584584814575,1,1,1,1,48.1325648085862
10966,"campsite","small",7,0,0,4.51553741805245,1,0,1,1,53.9845633993007
10967,"beach","large",42,0,0,33.4182309126609,1,1,0,1,53.0540199338977
10968,"campsite","small",14,0,1,9.18714594068758,1,1,0,0,36.1501920455717
10969,"campsite","small",15,0,0,4.76076533451001,1,1,1,0,55.4517130897979
10970,"beach","small",14,0,0,7.08880118145319,1,1,1,0,53.4497063723042
10971,"backyard","large",45,0,0,36.7395162287412,1,1,0,0,65.9818887537218
10972,"campsite","small",13,0,0,8.36326136159733,1,1,0,1,55.2625388466469
10973,"campsite","large",45,1,1,37.8426664531889,0,1,1,0,25.460229487575
10974,"campsite","large",51,0,0,40.0288044966673,1,1,1,0,55.5881733937434
10975,"campsite","small",15,0,0,9.06607607772209,1,1,0,1,55.5025206677629
10976,"backyard","large",34,1,1,21.9375043607983,1,1,1,0,34.8783188186586
10977,"backyard","small",11,0,0,6.81107017217458,1,1,0,1,56.7501941997283
10978,"backyard","small",11,0,0,5.39640480215605,0,1,0,0,57.7001986802076
10979,"backyard","large",41,0,1,33.2451782749581,1,1,0,0,46.3324781176878
10980,"campsite","large",43,0,0,33.0289967515573,0,1,0,0,57.9717548628452
10981,"campsite","large",44,0,0,33.311837866857,1,1,0,0,57.8169755666614
10982,"backyard","small",8,1,1,3.8892222839878,1,1,1,1,28.0566906501524
10983,"backyard","small",10,1,0,7.72981112498878,1,0,1,0,47.6316935850222
10984,"backyard","small",9,0,0,4.91959804938005,1,1,0,0,55.8494926408757
10985,"backyard","small",12,0,0,7.20934081258001,1,1,1,0,58.3744822456805
10986,"campsite","small",11,1,0,4.47864917937224,0,1,0,1,44.9902567397577
10987,"campsite","small",6,0,0,2.96344360053092,0,1,1,0,52.6070625325344
10988,"backyard","small",13,0,0,8.56534420170919,0,1,0,0,58.6478209483201
10989,"backyard","small",14,1,0,8.91408000676013,1,1,0,0,48.289032309633
10990,"backyard","large",43,0,0,29.4811932292058,1,1,1,1,66.0135187121356
10991,"backyard","small",19,0,0,12.7211248217258,1,1,1,1,60.2367360772121
10992,"backyard","small",9,1,0,7.21286426729659,1,1,1,0,47.2502455207078
10993,"backyard","small",14,0,0,9.84838191766661,1,1,0,0,58.6041480878984
10994,"backyard","small",10,0,0,5.41004696508688,1,1,0,1,57.9728968530921
10995,"campsite","small",9,1,0,4.23379441634966,1,1,0,0,44.0085661841511
10996,"backyard","small",16,0,0,11.2956825485,1,1,0,0,57.066549995881
10997,"backyard","small",11,0,0,8.05201657256083,1,1,0,0,58.1116682519269
10998,"backyard","small",10,1,0,6.54284515607795,1,1,1,0,44.9878386798004
10999,"campsite","small",14,1,0,11.9448169501849,0,1,1,0,45.887038752923
11000,"backyard","small",10,1,0,9.13620613240451,0,1,1,0,49.3901073157573
11001,"backyard","small",9,1,0,7.08509573078541,1,1,1,0,44.9097756351207
11002,"campsite","small",8,1,0,6.16136268813538,1,1,1,1,45.0636587164331
11003,"backyard","small",13,0,0,9.71783607786555,1,1,0,0,57.3880069012154
11004,"backyard","small",14,1,0,10.1218617284654,1,1,1,0,49.8599785254834
11005,"backyard","small",10,0,0,5.53420841710876,1,1,0,1,54.9269946413141
11006,"backyard","small",19,1,0,13.6349112253434,1,1,1,0,52.172576688857
11007,"backyard","small",9,1,0,6.3044299374589,0,1,0,1,45.1198281383295
11008,"campsite","large",34,0,0,27.0657123816212,1,0,0,1,60.8238481929316
11009,"backyard","small",7,1,0,5.9113223371001,0,1,1,1,44.4775972083428
11010,"campsite","small",8,0,0,3.40133200987508,1,1,1,0,54.7767920874086
11011,"campsite","small",14,0,0,9.18191505212738,1,1,1,0,55.555572947879
11012,"campsite","large",44,1,1,35.1531648339276,1,1,0,0,28.3899569117491
11013,"campsite","small",12,1,0,7.3892873975151,1,1,1,1,44.4697859216826
11014,"campsite","small",11,1,1,6.01297363084666,0,1,1,0,26.613089682513
11015,"campsite","small",14,1,0,4.93241411831634,1,1,1,1,43.8948501017991
11016,"campsite","small",10,0,0,8.10413037398333,1,1,1,1,55.5917668738369
11017,"beach","small",12,0,0,7.04481326165667,1,1,1,0,53.4135198581296
11018,"beach","small",8,1,0,4.78269212052152,0,1,1,0,43.5043523041671
11019,"backyard","small",9,0,0,5.38472541335074,1,1,1,1,56.804703625236
11020,"campsite","small",10,0,0,6.78128583417853,1,1,0,0,55.3478204048998
11021,"beach","small",14,0,0,11.1467878671899,1,1,1,0,54.0197821889786
11022,"campsite","small",10,1,0,7.39329901054978,1,1,1,1,44.3651115640247
11023,"backyard","small",12,1,0,6.11148332197606,1,1,0,1,46.5150635003248
11024,"backyard","large",40,1,0,29.5145250524328,1,1,1,0,55.6473199484006
11025,"backyard","small",8,0,1,3.4019727142356,1,1,0,1,36.1044223844891
11026,"backyard","small",13,0,0,4.88983078682221,1,1,0,0,56.7476731923126
11027,"backyard","small",18,0,0,8.90076719867546,1,0,1,1,62.3110799954838
11028,"beach","small",17,0,0,8.94298350466584,1,1,0,0,52.9940362979415
11029,"campsite","large",43,1,1,29.7948856823316,1,1,1,1,27.1322180979771
11030,"beach","small",20,0,1,14.6565153082176,1,1,1,0,34.0870753506994
11031,"backyard","large",42,1,0,24.989319053559,1,1,0,0,54.0314504936951
11032,"backyard","small",11,0,0,7.19164997735023,1,1,1,0,59.2369180895473
11033,"campsite","small",10,1,0,6.32935205560854,1,0,0,1,45.1452523332202
11034,"backyard","small",11,1,1,6.64498648364923,1,1,0,0,27.1517431696265
11035,"campsite","small",16,1,0,5.99470166718146,0,1,0,0,43.3168665255777
11036,"beach","small",13,0,0,9.62485558678808,1,1,1,1,53.2893310595481
11037,"beach","small",14,0,0,12.3154055499137,1,1,0,0,53.2330662092153
11038,"beach","small",8,1,0,4.19068840063045,1,1,1,0,42.5169868222988
11039,"backyard","small",18,0,0,18.404548929423,0,1,0,0,58.81247782447
11040,"backyard","large",33,1,0,26.9301185037227,1,1,1,1,54.6245943667527
11041,"backyard","large",36,1,0,24.7794958679182,0,1,1,0,54.9094182293051
11042,"campsite","large",38,0,1,24.3539305115806,1,0,1,0,39.7275121771379
11043,"campsite","small",11,0,0,4.66480313822265,1,1,1,0,55.0098459931697
11044,"backyard","large",36,0,0,31.1991900879454,1,1,1,0,62.8985405473596
11045,"campsite","large",44,0,1,40.3212278049253,0,1,1,0,35.8367318257133
11046,"campsite","small",10,1,0,4.49463796794506,1,1,1,0,44.1363814126726
11047,"backyard","small",10,1,0,4.82967990480687,1,1,1,0,47.7095501511042
11048,"backyard","small",7,0,0,6.66031074039396,1,1,0,0,53.7678198120724
11049,"backyard","small",12,1,1,2.23922467096885,1,1,1,0,25.8045303336301
11050,"beach","small",14,1,1,8.78352099062141,1,1,0,1,22.0586465992281
11051,"campsite","small",12,1,0,5.69917864743863,1,1,1,0,44.0789333011994
11052,"campsite","large",42,1,0,33.0966874098818,1,1,1,1,47.3771096182012
11053,"campsite","small",9,1,0,6.08214082204287,1,1,0,0,44.1857043568646
11054,"campsite","small",9,0,1,6.64012271784108,1,1,1,0,36.2431744905904
11055,"backyard","small",15,1,0,6.83118145529337,1,1,0,0,47.6336845051955
11056,"backyard","small",13,1,1,10.1984660213218,1,1,1,0,29.834685315473
11057,"beach","large",33,0,0,23.4842037284738,0,1,1,0,54.4410833033884
11058,"backyard","small",17,0,0,8.85064100967412,1,1,1,0,58.9636624283292
11059,"campsite","small",8,0,0,5.45806673213846,1,1,1,0,55.3645385721226
11060,"campsite","small",8,0,1,5.72012566751726,1,1,1,0,33.2159374254685
11061,"campsite","small",8,0,0,3.74397060175083,1,0,1,0,55.0526694620979
11062,"campsite","large",31,1,0,23.8133476445688,1,1,0,1,46.2138013994008
11063,"backyard","small",12,1,1,6.62067810098424,1,1,1,0,27.2161957831794
11064,"campsite","small",8,0,1,5.52485920287891,0,1,0,1,32.477620950884
11065,"backyard","small",12,1,0,8.7753527355639,1,1,1,0,47.4979297010921
11066,"backyard","large",40,1,0,38.0001346463328,1,1,0,0,55.4685695670173
11067,"backyard","small",9,1,0,7.70896088924365,1,1,1,1,45.3367828348018
11068,"backyard","small",14,1,0,10.3686290821032,0,1,0,0,48.9034435804719
11069,"backyard","small",15,0,0,7.24412813825634,1,1,0,0,58.6047712748655
11070,"campsite","large",52,0,0,40.9577068146062,1,1,1,0,57.7667280651555
11071,"backyard","large",30,1,0,25.7753156374984,1,1,1,0,53.628484093386
11072,"beach","small",10,1,0,6.4020949618505,1,1,0,0,42.6360129983234
11073,"backyard","large",54,1,0,45.8288892463589,1,1,0,0,55.5343228741551
11074,"campsite","small",10,1,1,6.45529875400883,1,1,0,0,24.0740695433579
11075,"beach","small",9,1,0,4.66137326845886,1,0,1,1,42.7591564960977
11076,"campsite","small",7,0,0,4.71340535530648,1,1,1,0,54.4910496820984
11077,"backyard","small",11,0,0,6.45863852604178,1,1,1,0,56.7126268467953
11078,"backyard","small",7,0,0,5.14769502177405,1,0,1,0,57.3513913819211
11079,"campsite","large",34,0,0,19.0809804938634,1,1,0,1,59.5600585340859
11080,"campsite","small",11,0,1,6.97612972479441,1,1,1,0,34.741564109991
11081,"backyard","small",12,0,0,7.03111188785483,1,1,0,0,56.6715939953096
11082,"campsite","small",15,1,0,12.8106724390371,1,1,0,0,45.8829877344221
11083,"campsite","small",9,0,1,6.82173824895726,1,0,1,0,33.7576779294771
11084,"backyard","small",10,1,0,7.88092216059793,1,1,1,0,47.2270188293767
11085,"backyard","small",14,0,0,4.56482035365323,1,1,1,0,59.1395513571566
11086,"campsite","large",36,1,0,30.7900522476662,1,1,0,0,46.7799928603146
11087,"backyard","small",14,1,0,9.03212249201516,1,1,1,1,47.3508847693394
11088,"backyard","small",9,0,0,2.01473477837764,1,1,1,1,55.81349468944
11089,"backyard","large",41,1,0,31.4883853157368,1,1,1,0,54.4126732939441
11090,"campsite","small",11,1,0,5.44843716236912,0,1,0,0,44.9359020373997
11091,"backyard","small",16,1,0,10.3897290741999,1,1,0,0,49.7937186523957
11092,"campsite","large",37,1,0,33.7328593413664,1,1,1,0,46.5473527621562
11093,"backyard","small",10,0,0,5.37879784830933,0,1,1,0,57.0300138514125
11094,"backyard","large",31,0,0,27.6960972736836,1,1,1,0,63.9843364982952
11095,"campsite","small",8,1,0,5.6921080521387,1,1,1,1,42.9371953299856
11096,"backyard","small",9,0,0,5.15418743400539,1,1,1,0,57.156234016923
11097,"campsite","small",10,1,1,7.48956975077862,1,0,0,0,26.496623759129
11098,"backyard","small",12,0,0,7.72831389876022,0,1,0,1,60.4076068309988
11099,"backyard","small",8,0,0,4.57476116251491,1,1,1,1,56.0828634210329
11100,"backyard","large",52,1,0,37.7162928139786,1,1,1,0,57.5948300806925
11101,"backyard","small",13,1,0,8.94985666252421,1,1,1,0,46.4646752214165
11102,"campsite","small",18,0,0,10.7705119918559,1,1,1,0,55.1196543350104
11103,"beach","small",11,0,0,7.30866605302182,1,1,1,0,53.8492048760399
11104,"backyard","small",11,1,1,7.3876974874234,1,1,0,0,28.1495051271475
11105,"beach","large",43,1,0,36.3312409705454,1,1,1,0,43.8119322804095
11106,"campsite","small",16,0,0,7.42198474535089,1,1,1,0,56.6497614588389
11107,"campsite","small",18,1,0,13.4824824664823,1,1,1,0,47.0687887140073
11108,"backyard","large",52,0,1,32.8882173680762,1,1,0,0,46.1617558911524
11109,"beach","small",13,1,0,12.3118610636877,1,1,1,0,43.7363915702825
11110,"backyard","small",9,1,1,6.50367961368243,1,0,0,0,26.5516521975777
11111,"beach","large",38,1,0,21.3300944696689,1,1,1,0,42.8114406183701
11112,"backyard","small",10,1,1,7.79238878738988,1,1,0,0,28.2503778717266
